component_id,id,name,description,tags,file,line
0acf9a64-951b-4bc0-a32d-e58af6845291,63422,CONSUMER_THREAD,Zephyr thread 'consumer_thread',Zephyr;task,,
0acf9a64-951b-4bc0-a32d-e58af6845291,45765,PRODUCER_THREAD,Zephyr thread 'producer_thread',Zephyr;task,,
